CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,ParentMLAction,Error
382,2026-04-13 18:46:58.924,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup40,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10840.11,0.00,12895.43,,
383,2026-04-13 18:47:12.104,MoveToLL,MoveToLL_StackML_cube8_stick32_robot1_gripper1_finloccube8_rpmanipulate,planned,finloccube8,gripper,0.30,0.30,"-0.254589;0.920415;0.112500;-1.426253;-2.799180;0.000000","",True,15965.70,0.00,18032.20,,
384,2026-04-13 18:47:30.278,MoveToLL,MoveToLL_StackML_cube8_stick32_robot1_gripper1_finloccube8_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9343.94,0.00,11372.47,,
385,2026-04-13 18:47:44.830,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup35,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10838.69,0.00,12859.49,,
386,2026-04-13 18:48:19.245,MoveToLL,MoveToLL_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,movel,initloccube7,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5249.78,0.00,7287.00,,
387,2026-04-13 18:48:26.667,CloseGripperLL,CloseGripperLL_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,26.80,0.00,2087.30,,
388,2026-04-13 18:48:28.909,MoveToLL,MoveToLL_PickUpML_cube7_initloccube7_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5194.66,0.00,7240.21,,
389,2026-04-13 18:48:39.216,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup41,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10933.56,0.00,12987.93,,
390,2026-04-13 18:48:52.495,MoveToLL,MoveToLL_StackML_cube7_stick28_robot1_gripper1_finloccube7_rpmanipulate,planned,finloccube7,gripper,0.30,0.30,"0.255359;0.977219;0.112500;2.799180;1.426253;0.000000","",True,16682.01,0.00,18715.61,,
391,2026-04-13 18:49:11.351,MoveToLL,MoveToLL_StackML_cube7_stick28_robot1_gripper1_finloccube7_rpmanipulate,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10047.84,0.00,12089.77,,
392,2026-04-13 18:49:26.860,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup36,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11277.01,0.00,13324.53,,
393,2026-04-13 18:49:56.549,MoveToLL,MoveToLL_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,movel,initlocstick34,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6250.80,0.00,8280.17,,
394,2026-04-13 18:50:04.974,CloseGripperLL,CloseGripperLL_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.94,0.00,2052.33,,
395,2026-04-13 18:50:07.172,MoveToLL,MoveToLL_PickUpML_stick34_initlocstick34_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5949.76,0.00,7974.86,,
396,2026-04-13 18:50:18.583,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup42,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11257.33,0.00,13303.88,,
397,2026-04-13 18:50:32.183,MoveToLL,MoveToLL_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick30_stick29_gripper1_layer7_layer8,planned,finallocstick34,gripper,0.30,0.30,"0.201724;0.669496;0.112500;-2.081682;-2.352914;0.000000","",True,16671.25,0.00,18730.23,,
398,2026-04-13 18:50:51.063,MoveToLL,MoveToLL_StackOnTwoML_stick34_robot1_finallocstick34_rpmanipulate_stick30_stick29_gripper1_layer7_layer8,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,8624.70,0.00,10677.34,,
399,2026-04-13 18:51:04.956,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup37,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10776.67,0.00,12823.57,,
400,2026-04-13 18:51:27.614,MoveToLL,MoveToLL_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,movel,initlocstick35,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6343.16,0.00,8404.29,,
401,2026-04-13 18:51:36.162,CloseGripperLL,CloseGripperLL_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.10,0.00,2060.80,,
402,2026-04-13 18:51:38.361,MoveToLL,MoveToLL_PickUpML_stick35_initlocstick35_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5908.55,0.00,7973.46,,
403,2026-04-13 18:51:49.733,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup43,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11310.01,0.00,13346.17,,
404,2026-04-13 18:52:03.378,MoveToLL,MoveToLL_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick30_stick31_gripper1_layer7_layer8,planned,finallocstick35,gripper,0.30,0.30,"0.014774;0.779310;0.112500;3.135733;-0.191790;0.000000","",True,16693.22,0.00,18729.65,,
405,2026-04-13 18:52:22.249,MoveToLL,MoveToLL_StackOnTwoML_stick35_robot1_finallocstick35_rpmanipulate_stick30_stick31_gripper1_layer7_layer8,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11454.50,0.00,13493.16,,
406,2026-04-13 18:52:38.934,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup38,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10805.21,0.00,12847.10,,
407,2026-04-13 18:52:55.434,MoveToLL,MoveToLL_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,movel,initlocstick36,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6149.48,0.00,8196.59,,
408,2026-04-13 18:53:03.781,CloseGripperLL,CloseGripperLL_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.92,0.00,2044.62,,
409,2026-04-13 18:53:05.972,MoveToLL,MoveToLL_PickUpML_stick36_initlocstick36_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5905.91,0.00,7964.96,,
410,2026-04-13 18:53:17.205,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup44,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10747.42,0.00,12792.69,,
411,2026-04-13 18:53:30.285,MoveToLL,MoveToLL_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,planned,finallocstick36,gripper,0.30,0.30,"-0.126276;0.959845;0.112500;2.352914;2.081682;0.000000","",True,16706.61,0.00,18757.99,,
412,2026-04-13 18:53:49.186,MoveToLL,MoveToLL_StackOnTwoML_stick36_robot1_finallocstick36_rpmanipulate_stick32_stick31_gripper1_layer7_layer8,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9328.29,0.00,11367.67,,
413,2026-04-13 18:54:03.730,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup13,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,8724.58,0.00,10756.87,,
414,2026-04-13 18:54:14.776,DeequipToolLL,DeequipToolLL_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange_dup7,play_program,,gripper,0.50,1.00,"","",True,20499.18,0.00,22535.29,,
415,2026-04-13 18:54:37.605,EquipToolLL,EquipToolLL_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler_dup7,play_program,,nailgun,0.50,1.00,"","",True,9853.53,0.00,11894.40,,
416,2026-04-13 18:54:52.781,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rpmanipulate_dup7,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9760.79,0.00,11820.73,,
417,2026-04-13 18:55:05.195,NailingLL,NailingLL_NailingML_cube7_stick28_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.255000;0.977000;0.132000;0.000000;0.000000;0.000000","",True,23628.24,0.00,25678.52,,
418,2026-04-13 18:55:34.239,NailingLL,NailingLL_NailingML_cube8_stick32_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.252000;0.922000;0.132000;0.000000;0.000000;0.000000","",True,16914.09,0.00,18952.70,,
419,2026-04-13 18:55:56.584,NailingLL,NailingLL_NailingML_stick33_stick28_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.334000;0.920000;0.132000;0.000000;0.000000;0.000000","",True,11292.99,0.00,13329.84,,
420,2026-04-13 18:56:13.233,NailingLL,NailingLL_NailingML_stick33_stick29_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.351000;0.787000;0.132000;0.000000;0.000000;0.000000","",True,14551.21,0.00,16603.05,,
421,2026-04-13 18:56:33.295,NailingLL,NailingLL_NailingML_stick34_stick29_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.272000;0.678000;0.132000;0.000000;0.000000;0.000000","",True,13627.30,0.00,15665.26,,
422,2026-04-13 18:56:52.424,NailingLL,NailingLL_NailingML_stick34_stick30_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.138000;0.662000;0.132000;0.000000;0.000000;0.000000","",True,14442.22,0.00,16468.74,,
423,2026-04-13 18:57:12.328,NailingLL,NailingLL_NailingML_stick35_stick30_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.012000;0.754000;0.132000;0.000000;0.000000;0.000000","",True,10440.07,0.00,12476.84,,
424,2026-04-13 18:57:28.124,NailingLL,NailingLL_NailingML_stick35_stick31_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.023000;0.843000;0.132000;0.000000;0.000000;0.000000","",True,13781.35,0.00,15805.00,,
425,2026-04-13 18:57:47.306,NailingLL,NailingLL_NailingML_stick36_stick31_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.056000;0.951000;0.132000;0.000000;0.000000;0.000000","",True,14506.23,0.00,16548.04,,
426,2026-04-13 18:58:07.222,NailingLL,NailingLL_NailingML_stick36_stick32_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.190000;0.968000;0.132000;0.000000;0.000000;0.000000","",True,13758.08,0.00,15793.31,,
427,2026-04-13 18:58:29.784,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rptoolchange_dup14,movej,rptoolchange,,1.00,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,9860.21,0.00,11924.83,,
428,2026-04-13 18:58:42.295,DeequipToolLL,DeequipToolLL_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange_dup7,play_program,,nailgun,0.50,1.00,"","",True,7323.20,0.00,9371.32,,
429,2026-04-13 18:58:51.938,EquipToolLL,EquipToolLL_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper_dup7,play_program,,gripper,0.50,1.00,"","",True,20596.57,0.00,22630.64,,
430,2026-04-13 18:59:17.713,MoveToLL,MoveToLL_TravelML_robot1_rptoolchange_rppickup_dup7,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11765.98,0.00,13823.54,,
431,2026-04-13 19:00:00.645,MoveToLL,MoveToLL_PickUpML_stick38_initlocstick38_robot1_gripper1_rppickup,movel,initlocstick38,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6317.99,0.00,8349.17,,
432,2026-04-13 19:00:09.139,CloseGripperLL,CloseGripperLL_PickUpML_stick38_initlocstick38_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.84,0.00,2083.44,,
433,2026-04-13 19:00:11.359,MoveToLL,MoveToLL_PickUpML_stick38_initlocstick38_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5226.25,0.00,7248.03,,
434,2026-04-13 19:00:22.089,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup45,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11216.47,0.00,13261.20,,
435,2026-04-13 19:00:35.668,MoveToLL,MoveToLL_StackOnTwoML_stick38_robot1_finallocstick38_rpmanipulate_stick33_stick34_gripper1_layer8_layer9,planned,finallocstick38,gripper,0.30,0.30,"0.306080;0.726157;0.130000;-1.074488;-2.952131;0.000000","",True,17458.95,0.00,19508.39,,
436,2026-04-13 19:00:55.304,MoveToLL,MoveToLL_StackOnTwoML_stick38_robot1_finallocstick38_rpmanipulate_stick33_stick34_gripper1_layer8_layer9,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9352.01,0.00,11402.03,,
437,2026-04-13 19:01:09.949,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup39,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,10740.69,0.00,12794.16,,
438,2026-04-13 19:01:49.668,MoveToLL,MoveToLL_PickUpML_stick37_initlocstick37_robot1_gripper1_rppickup,movel,initlocstick37,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5476.26,0.00,7529.48,,
439,2026-04-13 19:01:57.349,CloseGripperLL,CloseGripperLL_PickUpML_stick37_initlocstick37_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.73,0.00,2050.82,,
440,2026-04-13 19:01:59.545,MoveToLL,MoveToLL_PickUpML_stick37_initlocstick37_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5911.24,0.00,7964.57,,
441,2026-04-13 19:02:10.937,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup46,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11258.22,0.00,13314.32,,
442,2026-04-13 19:02:24.619,MoveToLL,MoveToLL_StackOnTwoML_stick37_robot1_finallocstick37_rpmanipulate_stick33_cube7_gripper1_layer8_layer9,planned,finallocstick37,gripper,0.30,0.30,"0.305264;0.938318;0.130000;1.327694;-2.847250;0.000000","",True,20628.87,0.00,22664.98,,
443,2026-04-13 19:02:47.422,MoveToLL,MoveToLL_StackOnTwoML_stick37_robot1_finallocstick37_rpmanipulate_stick33_cube7_gripper1_layer8_layer9,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,13566.34,0.00,15600.05,,
444,2026-04-13 19:03:06.454,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup40,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11277.18,0.00,13310.32,,
445,2026-04-13 19:03:38.018,MoveToLL,MoveToLL_PickUpML_stick39_initlocstick39_robot1_gripper1_rppickup,movel,initlocstick39,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5358.21,0.00,7390.02,,
446,2026-04-13 19:03:45.542,CloseGripperLL,CloseGripperLL_PickUpML_stick39_initlocstick39_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.93,0.00,2030.44,,
447,2026-04-13 19:03:47.718,MoveToLL,MoveToLL_PickUpML_stick39_initlocstick39_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5945.51,0.00,7981.13,,
448,2026-04-13 19:03:58.995,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup47,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10749.02,0.00,12802.00,,
449,2026-04-13 19:04:12.071,MoveToLL,MoveToLL_StackOnTwoML_stick39_robot1_finallocstick39_rpmanipulate_stick34_stick35_gripper1_layer8_layer9,planned,finallocstick39,gripper,0.30,0.30,"0.077850;0.706189;0.130000;2.847250;1.327694;0.000000","",True,16694.54,0.00,18754.23,,
450,2026-04-13 19:04:30.957,MoveToLL,MoveToLL_StackOnTwoML_stick39_robot1_finallocstick39_rpmanipulate_stick34_stick35_gripper1_layer8_layer9,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,7939.45,0.00,9992.99,,
451,2026-04-13 19:04:44.321,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup41,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11328.19,0.00,13373.81,,
452,2026-04-13 19:05:32.164,MoveToLL,MoveToLL_PickUpML_stick42_initlocstick42_robot1_gripper1_rppickup,movel,initlocstick42,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5161.14,0.00,7194.39,,
453,2026-04-13 19:05:39.552,CloseGripperLL,CloseGripperLL_PickUpML_stick42_initlocstick42_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,10.50,0.00,2044.02,,
454,2026-04-13 19:05:41.777,MoveToLL,MoveToLL_PickUpML_stick42_initlocstick42_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5147.71,0.00,7194.11,,
455,2026-04-13 19:05:52.535,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup48,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11145.34,0.00,13178.63,,
456,2026-04-13 19:06:06.096,MoveToLL,MoveToLL_StackOnTwoML_stick42_robot1_finallocstick42_rpmanipulate_stick38_stick37_gripper1_layer9_layer10,planned,finallocstick42,gripper,0.30,0.30,"0.343759;0.838767;0.147500;0.082237;-3.140516;0.000000","",True,17412.65,0.00,19447.94,,
457,2026-04-13 19:06:25.721,MoveToLL,MoveToLL_StackOnTwoML_stick42_robot1_finallocstick42_rpmanipulate_stick38_stick37_gripper1_layer9_layer10,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11400.15,0.00,13451.31,,
458,2026-04-13 19:06:42.955,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup42,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11003.46,0.00,13056.61,,
459,2026-04-13 19:07:15.018,MoveToLL,MoveToLL_PickUpML_stick41_initlocstick41_robot1_gripper1_rppickup,movel,initlocstick41,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,5416.85,0.00,7431.98,,
460,2026-04-13 19:07:22.638,CloseGripperLL,CloseGripperLL_PickUpML_stick41_initlocstick41_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.15,0.00,2050.09,,
461,2026-04-13 19:07:24.877,MoveToLL,MoveToLL_PickUpML_stick41_initlocstick41_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5121.78,0.00,7171.97,,
462,2026-04-13 19:07:35.612,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup49,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11131.93,0.00,13175.73,,
463,2026-04-13 19:07:49.156,MoveToLL,MoveToLL_StackOnTwoML_stick41_robot1_finallocstick41_rpmanipulate_cube8_stick36_gripper1_layer8_layer9,planned,finallocstick41,gripper,0.30,0.30,"-0.221424;0.947256;0.130000;-1.327694;-2.847250;0.000000","",True,16638.91,0.00,18656.40,,
464,2026-04-13 19:08:08.028,MoveToLL,MoveToLL_StackOnTwoML_stick41_robot1_finallocstick41_rpmanipulate_cube8_stick36_gripper1_layer8_layer9,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9277.01,0.00,11316.24,,
465,2026-04-13 19:08:22.928,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup43,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11099.72,0.00,13154.59,,
466,2026-04-13 19:08:50.286,MoveToLL,MoveToLL_PickUpML_stick40_initlocstick40_robot1_gripper1_rppickup,movel,initlocstick40,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,5393.03,0.00,7438.26,,
467,2026-04-13 19:08:57.935,CloseGripperLL,CloseGripperLL_PickUpML_stick40_initlocstick40_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.15,0.00,2054.21,,
468,2026-04-13 19:09:00.181,MoveToLL,MoveToLL_PickUpML_stick40_initlocstick40_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5131.59,0.00,7148.64,,
469,2026-04-13 19:09:10.888,MoveToLL,MoveToLL_TravelML_robot1_rppickup_rpmanipulate_dup50,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,11143.26,0.00,13183.01,,
470,2026-04-13 19:09:24.375,MoveToLL,MoveToLL_StackOnTwoML_stick40_robot1_finallocstick40_rpmanipulate_stick36_stick35_gripper1_layer8_layer9,planned,finallocstick40,gripper,0.30,0.30,"-0.021920;0.903184;0.130000;2.952131;1.074488;0.000000","",True,15902.27,0.00,17922.31,,
471,2026-04-13 19:09:42.439,MoveToLL,MoveToLL_StackOnTwoML_stick40_robot1_finallocstick40_rpmanipulate_stick36_stick35_gripper1_layer8_layer9,movej,rpmanipulate,,1.00,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,9353.22,0.00,11389.54,,
472,2026-04-13 19:09:57.215,MoveToLL,MoveToLL_TravelML_robot1_rpmanipulate_rppickup_dup44,movej,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,11297.86,0.00,13353.58,,
473,2026-04-13 19:10:20.631,MoveToLL,MoveToLL_PickUpML_stick44_initlocstick44_robot1_gripper1_rppickup,movel,initlocstick44,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6124.12,0.00,8173.90,,
474,2026-04-13 19:10:28.948,CloseGripperLL,CloseGripperLL_PickUpML_stick44_initlocstick44_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,11.74,0.00,2069.61,,
475,2026-04-13 19:10:31.171,MoveToLL,MoveToLL_PickUpML_stick44_initlocstick44_robot1_gripper1_rppickup,movel,rppickup,,1.00,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5846.02,0.00,7910.85,,
