CmdNumber,Timestamp,LLActionType,InstanceName,CommandType,TargetPosition,EndEffector,Velocity,Acceleration,Pose,Joints,Success,ExecTimeMs,PlanTimeMs,TotalTimeMs,GapFromPrevMs,PlanningInGapMs,BTOverheadMs,ParentMLAction,Error
83,2026-05-04 13:49:01.629,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup11,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15027.87,0.00,17057.36,3193.94,0.00,3193.94,,
84,2026-05-04 13:49:18.945,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick8_robot1_finallocstick8_rpmanipulate_stick3_stick4_gripper1_layer1_layer2,planned,finallocstick8,,0.30,0.30,"0.017773;0.746311;0.007500;3.120133;-0.366573;0.000000","",True,19954.11,0.00,21971.73,258.39,0.00,258.39,,
85,2026-05-04 13:49:41.050,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick8_robot1_finallocstick8_rpmanipulate_stick3_stick4_gripper1_layer1_layer2,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,16381.36,0.00,18414.59,132.85,0.00,132.85,,
86,2026-05-04 13:50:02.245,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup13,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15350.02,0.00,17369.44,2780.97,0.00,2780.97,,
87,2026-05-04 13:50:19.882,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick9_initlocstick9_robot1_gripper1_rppickup,movel,initlocstick9,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6306.11,0.00,8354.61,267.39,0.00,267.39,,
88,2026-05-04 13:50:28.366,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick9_initlocstick9_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,12.38,0.00,2034.79,129.51,0.00,129.51,,
89,2026-05-04 13:50:30.532,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick9_initlocstick9_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5243.01,0.00,7277.85,131.23,0.00,131.23,,
90,2026-05-04 13:50:40.729,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup12,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15251.35,0.00,17283.23,2918.79,0.00,2918.79,,
91,2026-05-04 13:50:58.258,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick9_robot1_finallocstick9_rpmanipulate_stick5_stick4_gripper1_layer1_layer2,planned,finallocstick9,,0.30,0.30,"-0.093277;0.952227;0.007500;2.557619;1.824332;0.000000","",True,17544.78,0.00,19581.07,246.17,0.00,246.17,,
92,2026-05-04 13:51:17.960,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick9_robot1_finallocstick9_rpmanipulate_stick5_stick4_gripper1_layer1_layer2,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12182.33,0.00,14213.52,120.83,0.00,120.83,,
93,2026-05-04 13:51:35.009,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,11073.33,0.00,13103.19,2835.27,0.00,2835.27,,
94,2026-05-04 13:51:48.617,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_gripper1_equiplocgripper_rptoolchange,play_program,,,0.50,1.00,"","",True,20812.77,0.00,22866.34,504.49,0.00,504.49,,
95,2026-05-04 13:52:11.737,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_staplergun1_rptoolchange_equiplocstapler,play_program,,,0.50,1.00,"","",True,10405.38,0.00,12430.90,254.04,0.00,254.04,,
96,2026-05-04 13:52:27.020,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10742.85,0.00,12781.04,2852.03,0.00,2852.03,,
97,2026-05-04 13:52:40.308,NailingLL,NailingLL_nailStep_NailingML_cube1_stick1_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.197262;1.000816;0.028550;0.000000;0.000000;0.000000","",True,22090.33,0.00,24137.36,506.55,0.00,506.55,,
98,2026-05-04 13:53:07.221,NailingLL,NailingLL_nailStep_NailingML_cube2_stick5_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.223697;0.941799;0.027575;0.000000;0.000000;0.000000","",True,16733.56,0.00,18779.84,2776.45,0.00,2776.45,,
99,2026-05-04 13:53:28.884,NailingLL,NailingLL_nailStep_NailingML_stick6_stick1_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.312222;0.949632;0.028575;0.000000;0.000000;0.000000","",True,11772.55,0.00,13816.11,2883.04,0.00,2883.04,,
100,2026-05-04 13:53:45.501,NailingLL,NailingLL_nailStep_NailingML_stick6_stick2_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.363724;0.822353;0.028050;0.000000;0.000000;0.000000","",True,8674.35,0.00,10717.17,2800.53,0.00,2800.53,,
101,2026-05-04 13:53:59.019,NailingLL,NailingLL_nailStep_NailingML_stick7_stick2_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.301325;0.700047;0.027575;0.000000;0.000000;0.000000","",True,15092.94,0.00,17123.11,2801.31,0.00,2801.31,,
102,2026-05-04 13:54:18.942,NailingLL,NailingLL_nailStep_NailingML_stick7_stick3_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.174386;0.656339;0.027550;0.000000;0.000000;0.000000","",True,15078.54,0.00,17123.18,2799.05,0.00,2799.05,,
103,2026-05-04 13:54:38.858,NailingLL,NailingLL_nailStep_NailingML_stick8_stick3_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.013413;0.728009;0.027550;0.000000;0.000000;0.000000","",True,9505.09,0.00,11566.57,2793.01,0.00,2793.01,,
104,2026-05-04 13:54:53.100,NailingLL,NailingLL_nailStep_NailingML_stick8_stick4_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"0.030679;0.800475;0.027550;0.000000;0.000000;0.000000","",True,12009.78,0.00,14043.37,2675.75,0.00,2675.75,,
105,2026-05-04 13:55:09.994,NailingLL,NailingLL_nailStep_NailingML_stick9_stick4_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.026675;0.929294;0.027550;0.000000;0.000000;0.000000","",True,12628.39,0.00,14672.18,2850.51,0.00,2850.51,,
106,2026-05-04 13:55:27.437,NailingLL,NailingLL_nailStep_NailingML_stick9_stick5_robot1_staplergun1_rpmanipulate,planned,unknown,nailgun,0.30,0.30,"-0.153614;0.973002;0.027550;0.000000;0.000000;0.000000","",True,11913.10,0.00,13947.54,2771.23,0.00,2771.23,,
107,2026-05-04 13:55:48.933,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rptoolchange_dup2,movej,rptoolchange,,0.30,0.30,"-0.276143;0.385864;0.086921;-3.141491;-0.002589;-0.000081","2.086106;-1.186673;-2.396030;-1.129490;1.555172;0.503193",True,13368.81,0.00,15405.77,7547.84,0.00,7547.84,,
108,2026-05-04 13:56:04.852,DeequipToolLL,DeequipToolLL_deequipTool_DeequipML_robot1_staplergun1_equiplocstapler_rptoolchange,play_program,,,0.50,1.00,"","",True,7358.42,0.00,9400.23,513.88,0.00,513.88,,
109,2026-05-04 13:56:14.495,EquipToolLL,EquipToolLL_equipTool_EquipeML_robot1_gripper1_rptoolchange_equiplocgripper,play_program,,,0.50,1.00,"","",True,21146.77,0.00,23181.84,242.62,0.00,242.62,,
110,2026-05-04 13:56:41.824,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rptoolchange_rppickup,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,18184.68,0.00,20223.44,4147.33,0.00,4147.33,,
111,2026-05-04 13:57:02.326,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick11_initlocstick11_robot1_gripper1_rppickup,movel,initlocstick11,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6304.09,0.00,8344.70,277.89,0.00,277.89,,
112,2026-05-04 13:57:10.801,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick11_initlocstick11_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,0.81,0.00,2031.58,130.38,0.00,130.38,,
113,2026-05-04 13:57:12.958,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick11_initlocstick11_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5975.73,0.00,7995.51,125.78,0.00,125.78,,
114,2026-05-04 13:57:25.092,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup13,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14958.93,0.00,16993.57,4138.26,0.00,4138.26,,
115,2026-05-04 13:57:42.330,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick11_robot1_finallocstick11_rpmanipulate_stick6_stick7_gripper1_layer2_layer3,planned,finallocstick11,,0.30,0.30,"0.325019;0.754234;0.025000;-0.760020;-3.048274;0.000000","",True,19134.00,0.00,21185.10,244.45,0.00,244.45,,
116,2026-05-04 13:58:03.623,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick11_robot1_finallocstick11_rpmanipulate_stick6_stick7_gripper1_layer2_layer3,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12901.50,0.00,14930.76,107.62,0.00,107.62,,
117,2026-05-04 13:58:23.004,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup14,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15273.41,0.00,17309.74,4450.13,0.00,4450.13,,
118,2026-05-04 13:58:40.557,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick10_initlocstick10_robot1_gripper1_rppickup,movel,initlocstick10,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6317.58,0.00,8377.47,244.18,0.00,244.18,,
119,2026-05-04 13:58:49.054,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick10_initlocstick10_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,1.26,0.00,2033.03,118.97,0.00,118.97,,
120,2026-05-04 13:58:51.209,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick10_initlocstick10_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5968.20,0.00,8002.18,121.67,0.00,121.67,,
121,2026-05-04 13:59:03.667,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup14,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15259.46,0.00,17294.72,4456.06,0.00,4456.06,,
122,2026-05-04 13:59:21.217,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick10_robot1_finallocstick10_rpmanipulate_cube1_stick6_gripper1_layer2_layer3,planned,finallocstick10,,0.30,0.30,"0.270176;0.966871;0.026000;1.618040;-2.692871;0.000000","",True,23936.90,0.00,25978.81,255.06,0.00,255.06,,
123,2026-05-04 13:59:47.330,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick10_robot1_finallocstick10_rpmanipulate_cube1_stick6_gripper1_layer2_layer3,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,22686.24,0.00,24733.83,134.95,0.00,134.95,,
124,2026-05-04 14:00:16.157,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup15,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,14949.39,0.00,16987.41,4092.64,0.00,4092.64,,
125,2026-05-04 14:00:33.409,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick12_initlocstick12_robot1_gripper1_rppickup,movel,initlocstick12,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6332.87,0.00,8357.37,264.74,0.00,264.74,,
126,2026-05-04 14:00:41.896,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick12_initlocstick12_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,10.31,0.00,2048.20,130.13,0.00,130.13,,
127,2026-05-04 14:00:44.061,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick12_initlocstick12_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5262.03,0.00,7291.69,115.87,0.00,115.87,,
128,2026-05-04 14:00:55.425,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup15,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14960.31,0.00,16980.49,4073.18,0.00,4073.18,,
129,2026-05-04 14:01:12.677,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick12_robot1_finallocstick12_rpmanipulate_stick7_stick8_gripper1_layer2_layer3,planned,finallocstick12,,0.30,0.30,"0.105927;0.687251;0.025000;2.692871;1.618040;0.000000","",True,17538.06,0.00,19556.98,271.24,0.00,271.24,,
130,2026-05-04 14:01:32.355,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick12_robot1_finallocstick12_rpmanipulate_stick7_stick8_gripper1_layer2_layer3,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10085.21,0.00,12109.13,120.58,0.00,120.58,,
131,2026-05-04 14:01:48.543,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup16,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,14959.13,0.00,17008.75,4079.20,0.00,4079.20,,
132,2026-05-04 14:02:05.808,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick15_initlocstick15_robot1_gripper1_rppickup,movel,initlocstick15,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6341.06,0.00,8364.46,256.28,0.00,256.28,,
133,2026-05-04 14:02:14.311,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick15_initlocstick15_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,26.03,0.00,2074.80,138.62,0.00,138.62,,
134,2026-05-04 14:02:16.506,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick15_initlocstick15_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5935.63,0.00,7977.88,120.42,0.00,120.42,,
135,2026-05-04 14:02:28.730,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup16,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15472.43,0.00,17506.72,4246.03,0.00,4246.03,,
136,2026-05-04 14:02:46.501,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick15_robot1_finallocstick15_rpmanipulate_stick11_stick10_gripper1_layer3_layer4,planned,finallocstick15,,0.30,0.30,"0.338461;0.872217;0.043500;0.410060;-3.114716;0.000000","",True,20718.39,0.00,22766.92,264.46,0.00,264.46,,
137,2026-05-04 14:03:09.419,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick15_robot1_finallocstick15_rpmanipulate_stick11_stick10_gripper1_layer3_layer4,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,17753.99,0.00,19803.48,150.86,0.00,150.86,,
138,2026-05-04 14:03:33.467,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup17,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15450.13,0.00,17505.80,4244.14,0.00,4244.14,,
139,2026-05-04 14:03:51.241,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_cube3_initloccube3_robot1_gripper1_rppickup,movel,initloccube3,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6319.24,0.00,8355.73,267.92,0.00,267.92,,
140,2026-05-04 14:03:59.730,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_cube3_initloccube3_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,15.50,0.00,2042.28,133.97,0.00,133.97,,
141,2026-05-04 14:04:01.898,MoveToLL,MoveToLL_moveToRetract_PickUpML_cube3_initloccube3_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5952.45,0.00,7981.89,125.86,0.00,125.86,,
142,2026-05-04 14:04:13.927,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup17,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,14987.19,0.00,17002.87,4046.24,0.00,4046.24,,
143,2026-05-04 14:04:31.176,MoveToLL,MoveToLL_moveToObjPosition_StackML_cube3_stick10_robot1_gripper1_finalloccube3_rpmanipulate,planned,finalloccube3,,0.30,0.30,"0.215826;0.995971;0.043500;2.692871;1.618040;0.000000","",True,19961.46,0.00,21983.19,246.78,0.00,246.78,,
144,2026-05-04 14:04:53.292,MoveToLL,MoveToLL_moveToRobotPosition_StackML_cube3_stick10_robot1_gripper1_finalloccube3_rpmanipulate,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12876.63,0.00,14906.72,132.19,0.00,132.19,,
145,2026-05-04 14:05:12.347,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup18,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15563.21,0.00,17603.84,4148.96,0.00,4148.96,,
146,2026-05-04 14:05:30.206,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick16_initlocstick16_robot1_gripper1_rppickup,movel,initlocstick16,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6347.04,0.00,8366.86,255.38,0.00,255.38,,
147,2026-05-04 14:05:38.692,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick16_initlocstick16_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,9.31,0.00,2031.04,118.91,0.00,118.91,,
148,2026-05-04 14:05:40.858,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick16_initlocstick16_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5932.41,0.00,7978.96,135.00,0.00,135.00,,
149,2026-05-04 14:05:53.019,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup18,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15515.27,0.00,17570.44,4181.47,0.00,4181.47,,
150,2026-05-04 14:06:10.852,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick16_robot1_finallocstick16_rpmanipulate_stick11_stick12_gripper1_layer3_layer4,planned,finallocstick16,,0.30,0.30,"0.223910;0.673808;0.042500;-1.912480;-2.492393;0.000000","",True,15155.74,0.00,17201.53,263.26,0.00,263.26,,
151,2026-05-04 14:06:28.187,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick16_robot1_finallocstick16_rpmanipulate_stick11_stick12_gripper1_layer3_layer4,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,10033.96,0.00,12079.82,132.62,0.00,132.62,,
152,2026-05-04 14:06:44.262,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup19,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15019.63,0.00,17056.18,3995.55,0.00,3995.55,,
153,2026-05-04 14:07:01.570,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick14_initlocstick14_robot1_gripper1_rppickup,movel,initlocstick14,,0.30,0.30,"0.607370;-0.274820;-0.009000;0.000000;-3.141590;0.000000","",True,6324.98,0.00,8371.05,251.61,0.00,251.61,,
154,2026-05-04 14:07:10.067,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick14_initlocstick14_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.06,0.00,2047.10,126.71,0.00,126.71,,
155,2026-05-04 14:07:12.237,MoveToLL,MoveToLL_moveToRetract_PickUpML_stick14_initlocstick14_robot1_gripper1_rppickup,movel,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,5939.72,0.00,7989.62,122.12,0.00,122.12,,
156,2026-05-04 14:07:24.729,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rppickup_rpmanipulate_dup19,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,15273.48,0.00,17307.41,4502.38,0.00,4502.38,,
157,2026-05-04 14:07:42.317,MoveToLL,MoveToLL_moveToObjPosition_StackOnTwoML_stick14_robot1_finallocstick14_rpmanipulate_cube2_stick9_gripper1_layer2_layer3,planned,finallocstick14,,0.30,0.30,"-0.188963;0.959695;0.025000;-1.618040;-2.692871;0.000000","",True,19896.42,0.00,21946.49,281.05,0.00,281.05,,
158,2026-05-04 14:08:04.396,MoveToLL,MoveToLL_moveToRobotPos_StackOnTwoML_stick14_robot1_finallocstick14_rpmanipulate_cube2_stick9_gripper1_layer2_layer3,movej,rpmanipulate,,0.30,0.30,"0.133776;0.348742;0.490041;0.000000;-3.141590;0.000000","1.656148;-0.959557;-2.051016;-1.701770;1.553554;1.650556",True,12174.04,0.00,14203.50,132.63,0.00,132.63,,
159,2026-05-04 14:08:22.771,MoveToLL,MoveToLL_moveToTarget_TravelML_robot1_rpmanipulate_rppickup_dup20,movej,rppickup,,0.30,0.30,"0.607360;-0.274802;0.339901;0.000000;-3.141590;0.000000","-0.128900;-1.540886;-1.932730;-1.238644;1.554514;1.433690",True,15523.25,0.00,17582.86,4170.77,0.00,4170.77,,
160,2026-05-04 14:08:40.612,MoveToLL,MoveToLL_moveToPickPosition_PickUpML_stick13_initlocstick13_robot1_gripper1_rppickup,movel,initlocstick13,,0.30,0.30,"0.607370;-0.274820;-0.006000;0.000000;-3.141590;0.000000","",True,6310.58,0.00,8365.25,258.60,0.00,258.60,,
161,2026-05-04 14:08:49.115,CloseGripperLL,CloseGripperLL_closeGripper_PickUpML_stick13_initlocstick13_robot1_gripper1_rppickup,close_gripper,,,0.50,1.00,"","",True,13.69,0.00,2042.28,137.78,0.00,137.78,,
